U+78B6,碶,1,0,0,,,14,111,石 (いしへん),石契,,,
U+78B7,碷,1,0,0,,,14,111,石 (いしへん),石盾,,,
U+78B8,碸,1,0,0,,,14,111,石 (いしへん),石風,,,
U+78B9,碹,1,0,0,,,14,111,石 (いしへん),石宣,,,
U+78BA,確,1,1,5,カク,たし-か たし-かめる,15,111,石 (いしへん),石隺,確か 確保 正確 確実 確定 明確 確立 確率 確信 確かめ 的確 確かめる 確変 確約 確証 不確か 当確 確たる 確固 確り 利確 適確 確度 高確 精確 確報 確と 確勝 低確 確言 確答 確める 確然 不確,確保 正確 確実 確定 明確 確立 確率 確信 的確 正確性 確変 明確化 確約 確証 確信犯 確実性 不正確 不明確 当確 確固 未確定 利確 適確 確度 高確 精確 確定日 確報 確勝 低確 確言 確答 確然 不確,確か 正確 確実 確定 明確 確立 確信 確かめ 的確 確かめる 確変 確約 不確か 当確 確たる 確固 確り 利確 確度 高確 確と 確勝 低確 確言 確答 確める 確然 不確 明確化 不正確 不明確 未確定 確定日
U+78BB,碻,1,4,0,カク コウ キョウ,かたい,15,111,石 (いしへん),石高,,,
U+78BC,碼,1,2,12,バ マ メ,,15,111,石 (いしへん),石馬,,,
U+78BD,碽,1,0,0,コウ ク,,15,111,石 (いしへん),石貢,,,
U+78BE,碾,1,2,12,テン デン ネン,うす ひく,15,111,石 (いしへん),石展,碾茶 碾き 碾く 碾臼 碾き臼,碾茶 碾臼,碾茶 碾き 碾く 碾臼 碾き臼
U+78BF,碿,1,0,0,ソツ ソチ,,15,111,石 (いしへん),石屑,,,
U+78C0,磀,1,0,0,ガク ギャク,,14,111,石 (いしへん),石逆,,,
